img_size,feature_count,train_r2,test_r2,r2_gap,rmse_test,duration_sec,converged_epoch,acc_within_5_pct,learning_rate,max_depth,rate_drop,skip_drop,subsample
32x32,1026,0.07229466518789174,0.013177284426179825,0.05911738076171191,0.3295785293588608,2.6749680042266846,1,1.1111111111111112,0.1,7,0.1,0.3,0.7
32x32,1026,0.07473344129841486,0.0003401531974459582,0.0743932881009689,0.331715271985961,2.806553840637207,1,1.1111111111111112,0.1,7,0.1,0.3,0.8
32x32,1026,0.0735482759154763,0.0077070218990465955,0.0658412540164297,0.33049074462818495,2.7126426696777344,1,0.5555555555555556,0.1,7,0.1,0.3,0.9
32x32,1026,0.10452758898223569,0.002265096946531986,0.1022624920357037,0.3313957428344492,2.8961880207061768,2,1.1111111111111112,0.1,7,0.1,0.2,0.5
32x32,1026,0.02672063447082129,0.0028557944242829647,0.023864840046538327,0.33129762879083907,2.71166729927063,0,0.0,0.1,7,0.1,0.2,0.6
32x32,1026,0.07518000677211367,0.013472562853017123,0.06170744391909655,0.3295292172032501,2.6633152961730957,1,1.1111111111111112,0.1,7,0.1,0.2,0.7
32x32,1026,0.07894471471360753,-0.00013677815675805505,0.07908149287036559,0.3317943921732853,2.788059711456299,1,0.5555555555555556,0.1,7,0.1,0.2,0.8
32x32,1026,0.0774918796595091,0.007906713006361699,0.0695851666531474,0.33045748863180124,2.69564151763916,1,0.5555555555555556,0.1,7,0.1,0.2,0.9
32x32,1026,0.06873621832457277,0.0003558620702460713,0.0683803562543267,0.331712665652666,2.865615129470825,1,0.0,0.1,7,0.1,0.1,0.5
32x32,1026,0.02319592713675045,0.002154141593957548,0.0210417855427929,0.33141416912642113,2.9048335552215576,0,0.0,0.1,7,0.1,0.1,0.6
32x32,1026,0.10799826754066544,0.018202942496428953,0.08979532504423648,0.3287382248104286,2.8631486892700195,2,0.0,0.1,7,0.1,0.1,0.7
32x32,1026,0.0731760030140447,0.0005569238410306765,0.07261907917301402,0.3316793047358216,2.8048174381256104,1,1.1111111111111112,0.1,7,0.1,0.1,0.8
32x32,1026,0.11678112615837122,0.013544863551753328,0.10323626260661789,0.3295171417006831,2.8844072818756104,2,0.5555555555555556,0.1,7,0.1,0.1,0.9
32x32,1026,0.10997973442419262,0.0015211232846238376,0.10845861113956878,0.33151927452607566,3.0755584239959717,2,0.5555555555555556,0.1,7,0.2,0.5,0.5
32x32,1026,0.028606369197826442,0.003201451044499759,0.025404918153326683,0.3312402022201331,2.7668700218200684,0,0.0,0.1,7,0.2,0.5,0.6
32x32,1026,0.1553469514943152,0.018298105422417166,0.13704884607189805,0.32872229257208274,2.959702491760254,3,1.1111111111111112,0.1,7,0.2,0.5,0.7
32x32,1026,0.08189753989786719,-0.0005662384190814329,0.08246377831694862,0.3318656210374118,2.8363876342773438,1,0.5555555555555556,0.1,7,0.2,0.5,0.8
32x32,1026,0.08022278530549443,0.008004833894214247,0.07221795141128018,0.33044114662829566,2.901002883911133,1,0.5555555555555556,0.1,7,0.2,0.5,0.9
32x32,1026,0.09508859533338732,0.0028193545904844353,0.09226924074290288,0.33130368223836015,2.888956069946289,2,1.1111111111111112,0.1,7,0.2,0.3,0.5
32x32,1026,0.024409624677038555,0.002403736405073964,0.02200588827196459,0.33137271761885023,2.753187894821167,0,0.0,0.1,7,0.2,0.3,0.6
32x32,1026,0.06748370773578327,0.012292248324992983,0.05519145941079029,0.32972628818157734,2.8253729343414307,1,0.5555555555555556,0.1,7,0.2,0.3,0.7
