pipeline,nutrient,accuracy,macro_f1,weighted_f1,duration_s,colsample_bytree,learning_rate,max_depth,n_estimators,rate_drop,reg_alpha,reg_lambda,skip_drop,subsample
Preprocessed,N,0.431372549,0.301369863,0.319097502,5.29,0.5,0.01,4,50,0.3,0.1,5,0.5,0.6
Preprocessed,N,0.450980392,0.310810811,0.3290938,5.09,0.5,0.01,4,50,0.3,0.1,5,0.5,0.7
Preprocessed,N,0.352941176,0.260869565,0.276214834,5.34,0.5,0.01,4,50,0.3,0.1,5,0.5,0.8
Preprocessed,N,0.431372549,0.301369863,0.319097502,5.04,0.5,0.01,4,50,0.3,1,1,0.5,0.6
Preprocessed,N,0.470588235,0.32,0.338823529,5.23,0.5,0.01,4,50,0.3,1,1,0.5,0.7
Preprocessed,N,0.37254902,0.271428571,0.287394958,5.17,0.5,0.01,4,50,0.3,1,1,0.5,0.8
Preprocessed,N,0.529411765,0.346153846,0.366515837,5.18,0.5,0.01,4,50,0.3,1,5,0.5,0.6
Preprocessed,N,0.490196078,0.328947368,0.348297214,5.14,0.5,0.01,4,50,0.3,1,5,0.5,0.7
Preprocessed,N,0.450980392,0.310810811,0.3290938,5.29,0.5,0.01,4,50,0.3,1,5,0.5,0.8
Preprocessed,N,0.352941176,0.282302772,0.295547473,19.46,0.5,0.01,4,100,0.1,0.1,1,0.5,0.6
Preprocessed,N,0.352941176,0.3002079,0.311507888,19.61,0.5,0.01,4,100,0.1,0.1,1,0.5,0.7
Preprocessed,N,0.431372549,0.408636545,0.415457346,19.72,0.5,0.01,4,100,0.1,0.1,1,0.5,0.8
Preprocessed,N,0.411764706,0.291666667,0.308823529,19.38,0.5,0.01,4,100,0.1,0.1,5,0.5,0.6
Preprocessed,N,0.352941176,0.282302772,0.295547473,19.24,0.5,0.01,4,100,0.1,0.1,5,0.5,0.7
Preprocessed,N,0.333333333,0.27020202,0.282828283,19.78,0.5,0.01,4,100,0.1,0.1,5,0.5,0.8
Preprocessed,N,0.411764706,0.291666667,0.308823529,19.7,0.5,0.01,4,100,0.1,1,1,0.5,0.6
Preprocessed,N,0.352941176,0.282302772,0.295547473,19.61,0.5,0.01,4,100,0.1,1,1,0.5,0.7
Preprocessed,N,0.333333333,0.27020202,0.282828283,19.76,0.5,0.01,4,100,0.1,1,1,0.5,0.8
Preprocessed,N,0.411764706,0.291666667,0.308823529,19.36,0.5,0.01,4,100,0.1,1,5,0.5,0.6
Preprocessed,N,0.37254902,0.271428571,0.287394958,19.44,0.5,0.01,4,100,0.1,1,5,0.5,0.7
Preprocessed,N,0.31372549,0.23880597,0.25285338,19.49,0.5,0.01,4,100,0.1,1,5,0.5,0.8
Preprocessed,N,0.352941176,0.282302772,0.295547473,17.67,0.5,0.01,4,100,0.3,0.1,1,0.5,0.6
Preprocessed,N,0.352941176,0.3002079,0.311507888,17.85,0.5,0.01,4,100,0.3,0.1,1,0.5,0.7
Preprocessed,N,0.450980392,0.433333333,0.439215686,17.84,0.5,0.01,4,100,0.3,0.1,1,0.5,0.8
Preprocessed,N,0.411764706,0.291666667,0.308823529,17.54,0.5,0.01,4,100,0.3,0.1,5,0.5,0.6
Preprocessed,N,0.352941176,0.282302772,0.295547473,17.93,0.5,0.01,4,100,0.3,0.1,5,0.5,0.7
Preprocessed,N,0.333333333,0.27020202,0.282828283,17.65,0.5,0.01,4,100,0.3,0.1,5,0.5,0.8
Preprocessed,N,0.411764706,0.291666667,0.308823529,17.33,0.5,0.01,4,100,0.3,1,1,0.5,0.6
Preprocessed,N,0.333333333,0.25,0.264705882,17.79,0.5,0.01,4,100,0.3,1,1,0.5,0.7
Preprocessed,N,0.31372549,0.23880597,0.25285338,17.97,0.5,0.01,4,100,0.3,1,1,0.5,0.8
Preprocessed,N,0.411764706,0.291666667,0.308823529,17.72,0.5,0.01,4,100,0.3,1,5,0.5,0.6
Preprocessed,N,0.37254902,0.271428571,0.287394958,17.72,0.5,0.01,4,100,0.3,1,5,0.5,0.7
Preprocessed,N,0.333333333,0.25,0.264705882,17.88,0.5,0.01,4,100,0.3,1,5,0.5,0.8
Preprocessed,N,0.392156863,0.342619543,0.353234683,41.98,0.5,0.01,4,150,0.1,0.1,1,0.5,0.6
Preprocessed,N,0.392156863,0.356532357,0.365438483,42.19,0.5,0.01,4,150,0.1,0.1,1,0.5,0.7
Preprocessed,N,0.470588235,0.463157895,0.466873065,42.62,0.5,0.01,4,150,0.1,0.1,1,0.5,0.8
Preprocessed,N,0.392156863,0.325799574,0.338241565,41.8,0.5,0.01,4,150,0.1,0.1,5,0.5,0.6
Preprocessed,N,0.352941176,0.3002079,0.311507888,42.44,0.5,0.01,4,150,0.1,0.1,5,0.5,0.7
Preprocessed,N,0.411764706,0.392857143,0.399159664,42.88,0.5,0.01,4,150,0.1,0.1,5,0.5,0.8
Preprocessed,N,0.392156863,0.325799574,0.338241565,41.81,0.5,0.01,4,150,0.1,1,1,0.5,0.6
Preprocessed,N,0.352941176,0.3002079,0.311507888,42.12,0.5,0.01,4,150,0.1,1,1,0.5,0.7
Preprocessed,N,0.333333333,0.27020202,0.282828283,42.28,0.5,0.01,4,150,0.1,1,1,0.5,0.8
